recipe_id,step_no,action,description,time,temperature,scalable,preferred_energy
115,3,cook,"Steam batter on LPG until fluffy dhokla forms",10,medium,yes,lpg
115,4,finish,"Add tempering on LPG",4,medium,no,lpg

116,1,prepare,"Mix besan and curd to make smooth batter",6,low,no,none
116,2,heat,"Cook mixture on induction while stirring continuously",8,medium,yes,induction
116,3,prepare,"Spread cooked mixture and roll into thin layers",6,low,no,none
116,4,finish,"Add tempering on LPG and serve",5,medium,no,lpg
117,1,prepare,"Chop all vegetables and prepare spice mix thoroughly",10,low,no,none
117,2,heat,"Heat oil on induction",4,medium,no,induction
117,3,cook,"Cook vegetables slowly on LPG with spices",25,low,yes,lpg

118,1,prepare,"Prepare dough for baati and soak dal",10,low,no,none
118,2,bake,"Bake baati on LPG or oven until hard and cooked",20,medium,yes,lpg
118,3,boil,"Cook dal on induction until soft",12,high,yes,induction
118,4,finish,"Add tempering to dal on LPG",6,medium,no,lpg

119,1,prepare,"Prepare dough balls and roast vegetables for chokha",10,low,no,none
119,2,bake,"Cook baati on LPG until crispy",20,medium,yes,lpg
119,3,cook,"Mash vegetables and mix spices on LPG",10,medium,no,lpg

120,1,prepare,"Prepare dough and sattu filling mixture",10,low,no,none
120,2,bake,"Cook litti on LPG until evenly roasted",20,medium,yes,lpg
120,3,cook,"Prepare chokha on LPG using roasted vegetables",10,medium,no,lpg

121,1,prepare,"Boil vegetables on induction until soft",12,high,yes,induction
121,2,heat,"Heat butter on induction",3,medium,no,induction
121,3,cook,"Mash vegetables and cook bhaji on LPG",15,medium,yes,lpg
121,4,toast,"Toast pav on LPG with butter",5,medium,no,lpg

122,1,prepare,"Boil potatoes on induction",10,high,yes,induction
122,2,prepare,"Mash potatoes and prepare vada mixture",6,low,no,none
122,3,heat,"Heat oil on LPG",5,high,no,lpg
122,4,fry,"Deep fry vada on LPG until golden",8,high,yes,lpg

123,1,prepare,"Soak and cook sprouts on induction",10,high,yes,induction
123,2,cook,"Prepare misal curry on LPG",15,medium,yes,lpg
123,3,serve,"Assemble with pav and toppings",5,low,no,none

124,1,prepare,"Boil potatoes on induction",10,high,yes,induction
124,2,prepare,"Mix spices and stuffing",6,low,no,none
124,3,toast,"Toast pav on LPG with stuffing",6,medium,no,lpg

125,1,prepare,"Wash poha and chop vegetables",5,low,no,none
125,2,heat,"Heat oil on induction",3,medium,no,induction
125,3,cook,"Cook poha on LPG with spices",8,medium,yes,lpg

126,1,prepare,"Wash dalia and chop vegetables",5,low,no,none
126,2,boil,"Cook dalia on induction with water",12,high,yes,induction
126,3,cook,"Add vegetables and cook on LPG",8,medium,yes,lpg

127,1,prepare,"Soak sabudana for few hours",10,low,no,none
127,2,heat,"Heat oil on induction",3,medium,no,induction
127,3,cook,"Cook sabudana on LPG with peanuts and spices",10,medium,yes,lpg

128,1,prepare,"Boil noodles on induction",8,high,yes,induction
128,2,heat,"Heat oil on induction",3,medium,no,induction
128,3,cook,"Stir fry noodles and vegetables on LPG",10,high,yes,lpg

129,1,prepare,"Boil noodles and eggs on induction",10,high,yes,induction
129,2,heat,"Heat oil on induction",3,medium,no,induction
129,3,cook,"Cook egg and noodles on LPG",10,high,yes,lpg

130,1,prepare,"Boil noodles and cook chicken on induction",12,high,yes,induction
130,2,heat,"Heat oil on induction",3,medium,no,induction
130,3,cook,"Cook chicken and noodles on LPG",12,high,yes,lpg

131,1,prepare,"Boil noodles on induction",8,high,yes,induction
131,2,heat,"Heat oil on induction",3,medium,no,induction
131,3,cook,"Cook noodles on LPG with sauces",10,high,yes,lpg

132,1,boil,"Boil noodles on induction",8,high,yes,induction
132,2,cook,"Add spices and cook briefly on LPG",5,medium,yes,lpg

133,1,boil,"Boil pasta on induction",10,high,yes,induction
133,2,heat,"Heat oil on induction",3,medium,no,induction
133,3,cook,"Cook pasta with sauce on LPG",10,medium,yes,lpg

134,1,boil,"Boil pasta on induction",10,high,yes,induction
134,2,heat,"Prepare white sauce on LPG using butter and flour",10,medium,yes,lpg
134,3,cook,"Mix pasta with sauce on LPG",8,medium,yes,lpg

135,1,boil,"Boil pasta on induction",10,high,yes,induction
135,2,heat,"Prepare tomato sauce on LPG",10,medium,yes,lpg
135,3,cook,"Mix pasta with sauce on LPG",8,medium,yes,lpg

136,1,boil,"Boil pasta on induction",10,high,yes,induction
136,2,heat,"Heat oil on induction",3,medium,no,induction
136,3,cook,"Cook vegetables and pasta on LPG",10,medium,yes,lpg

137,1,prepare,"Prepare dough and stuffing for momos",12,low,no,none
137,2,shape,"Shape momos carefully",6,low,no,none
137,3,steam,"Steam momos on LPG or induction",10,medium,yes,lpg

138,1,prepare,"Use prepared momos",3,low,no,none
138,2,heat,"Heat oil on LPG",5,high,no,lpg
138,3,fry,"Fry momos until crispy",8,high,yes,lpg

139,1,prepare,"Marinate momos with curd and spices",10,low,no,none
139,2,heat,"Preheat tandoor or pan on LPG",5,high,no,lpg
139,3,cook,"Cook momos on LPG until charred",12,high,yes,lpg
140,1,prepare,"Prepare filling using vegetables and spices",10,low,no,none
140,2,prepare,"Prepare wrappers using flour dough",8,low,no,none
140,3,fill,"Fill and roll spring rolls carefully",6,low,no,none
140,4,heat,"Heat oil on LPG",5,high,no,lpg
140,5,fry,"Deep fry rolls on LPG until crispy and golden",10,high,yes,lpg

141,1,prepare,"Prepare roti and vegetable filling",8,low,no,none
141,2,heat,"Heat tawa on induction",3,medium,no,induction
141,3,cook,"Cook filling on LPG with spices",10,medium,yes,lpg
141,4,assemble,"Assemble roll with sauce and wrap",5,low,no,none

142,1,prepare,"Prepare roti and beat eggs",6,low,no,none
142,2,heat,"Heat tawa on induction",3,medium,no,induction
142,3,cook,"Cook egg on roti on LPG",6,medium,yes,lpg
142,4,assemble,"Add sauce and roll it properly",4,low,no,none

143,1,prepare,"Cook chicken pieces on induction",10,high,yes,induction
143,2,heat,"Heat oil on induction",3,medium,no,induction
143,3,cook,"Cook chicken with spices on LPG",10,medium,yes,lpg
143,4,assemble,"Place filling inside roti and wrap",5,low,no,none

144,1,prepare,"Cut paneer and prepare filling",6,low,no,none
144,2,heat,"Heat oil on induction",3,medium,no,induction
144,3,cook,"Cook paneer on LPG with spices",8,medium,yes,lpg
144,4,assemble,"Wrap inside roti with sauces",5,low,no,none

145,1,prepare,"Prepare roti and filling",8,low,no,none
145,2,heat,"Heat tawa on induction",3,medium,no,induction
145,3,cook,"Cook filling on LPG",8,medium,yes,lpg
145,4,assemble,"Roll and serve",5,low,no,none

146,1,prepare,"Prepare dough and potato filling",10,low,no,none
146,2,shape,"Shape samosas properly",6,low,no,none
146,3,heat,"Heat oil on LPG",5,high,no,lpg
146,4,fry,"Deep fry samosas until crispy",12,high,yes,lpg

147,1,prepare,"Boil potatoes on induction",10,high,yes,induction
147,2,prepare,"Mash and mix spices",6,low,no,none
147,3,heat,"Heat oil on LPG",5,high,no,lpg
147,4,fry,"Fry aloo chop on LPG",10,high,yes,lpg

148,1,prepare,"Prepare batter and vegetables",8,low,no,none
148,2,heat,"Heat oil on LPG",5,high,no,lpg
148,3,fry,"Fry pakoras until golden",10,high,yes,lpg

149,1,prepare,"Slice onions and prepare batter",6,low,no,none
149,2,heat,"Heat oil on LPG",5,high,no,lpg
149,3,fry,"Fry onion pakoras",10,high,yes,lpg

150,1,prepare,"Prepare bread stuffing and batter",8,low,no,none
150,2,heat,"Heat oil on LPG",5,high,no,lpg
150,3,fry,"Fry bread pakoras",10,high,yes,lpg

151,1,prepare,"Prepare batter and slit chillies",6,low,no,none
151,2,heat,"Heat oil on LPG",5,high,no,lpg
151,3,fry,"Fry mirchi bajji",10,high,yes,lpg

152,1,prepare,"Boil potatoes on induction",10,high,yes,induction
152,2,assemble,"Mix chutneys and spices",6,low,no,none

153,1,prepare,"Prepare flavored water and stuffing",8,low,no,none
153,2,assemble,"Fill puri and serve immediately",5,low,no,none

154,1,prepare,"Prepare chutneys and chop vegetables",8,low,no,none
154,2,assemble,"Mix puffed rice and ingredients",5,low,no,none

155,1,prepare,"Prepare chutneys and toppings",6,low,no,none
155,2,assemble,"Arrange puri and add toppings",5,low,no,none

156,1,prepare,"Prepare papdi and chutneys",6,low,no,none
156,2,assemble,"Mix all ingredients and serve",5,low,no,none

157,1,prepare,"Prepare minced meat mixture",10,low,no,none
157,2,shape,"Shape kebabs onto skewers",6,low,no,none
157,3,heat,"Heat grill on LPG",5,high,no,lpg
157,4,cook,"Cook kebabs on LPG until done",12,high,yes,lpg

158,1,prepare,"Prepare meat and dal mixture",10,low,no,none
158,2,shape,"Shape into patties",6,low,no,none
158,3,heat,"Heat pan on LPG",5,medium,no,lpg
158,4,fry,"Shallow fry kebabs on LPG",10,medium,yes,lpg

159,1,prepare,"Marinate chicken",10,low,no,none
159,2,heat,"Preheat grill on LPG",5,high,no,lpg
159,3,cook,"Cook kebabs on LPG",12,high,yes,lpg

160,1,prepare,"Prepare bread and filling",5,low,no,none
160,2,heat,"Heat pan on induction",3,medium,no,induction
160,3,toast,"Toast sandwich on LPG",6,medium,yes,lpg

161,1,prepare,"Beat eggs and prepare bread",5,low,no,none
161,2,heat,"Heat pan on induction",3,medium,no,induction
161,3,cook,"Cook omelette and toast bread on LPG",6,medium,yes,lpg
162,1,boil,"Boil water on induction",5,high,yes,induction
162,2,cook,"Add noodles and masala, cook on LPG until soft",5,medium,yes,lpg

163,1,boil,"Boil water on induction",5,high,yes,induction
163,2,cook,"Cook noodles with masala on LPG",5,medium,yes,lpg
163,3,finish,"Add cheese and melt on low LPG heat",3,low,no,lpg

164,1,boil,"Boil water on induction",5,high,yes,induction
164,2,cook,"Add vegetables and cook on LPG",6,medium,yes,lpg
164,3,finish,"Add masala and mix well",3,low,no,lpg

165,1,prepare,"Boil potatoes on induction and mash them",10,high,yes,induction
165,2,prepare,"Mix vegetables and spices",6,low,no,none
165,3,shape,"Shape cutlets and coat with breadcrumbs",6,low,no,none
165,4,fry,"Shallow fry on LPG until golden",10,medium,yes,lpg

166,1,prepare,"Prepare mixed vegetables and mash",8,low,no,none
166,2,shape,"Shape and coat with crumbs",6,low,no,none
166,3,fry,"Fry on LPG until crisp",10,medium,yes,lpg

167,1,prepare,"Cook chicken on induction and shred it",10,high,yes,induction
167,2,prepare,"Mix with spices and shape cutlets",6,low,no,none
167,3,fry,"Fry on LPG until golden",10,medium,yes,lpg

168,1,prepare,"Soak peas overnight",10,low,no,none
168,2,boil,"Cook peas on induction",10,high,yes,induction
168,3,cook,"Prepare curry on LPG",10,medium,yes,lpg

169,1,prepare,"Wash chana dal",5,low,no,none
169,2,boil,"Cook dal on induction",10,high,yes,induction
169,3,cook,"Add spices and cook on LPG",8,medium,yes,lpg

170,1,prepare,"Wash dal and vegetables",6,low,no,none
170,2,boil,"Cook together on induction",12,high,yes,induction
170,3,cook,"Add spices and cook on LPG",8,medium,yes,lpg

171,1,prepare,"Cook rice on induction",12,high,yes,induction
171,2,finish,"Soak in water and add curd",5,low,no,none

172,1,prepare,"Prepare batter from rice and dal",10,low,no,none
172,2,heat,"Heat oil on LPG",5,high,no,lpg
172,3,fry,"Deep fry dhuska",10,high,yes,lpg

173,1,prepare,"Prepare besan dough and boil pieces on induction",10,high,yes,induction
173,2,cook,"Prepare curry on LPG",10,medium,yes,lpg

174,1,prepare,"Prepare fermented batter",10,low,no,none
174,2,heat,"Heat pan on induction",3,medium,no,induction
174,3,cook,"Cook appam on LPG",6,medium,yes,lpg

175,1,prepare,"Prepare dough and press noodles",8,low,no,none
175,2,steam,"Steam on LPG",10,medium,yes,lpg

176,1,prepare,"Prepare rice flour mixture",6,low,no,none
176,2,steam,"Steam puttu on LPG",10,medium,yes,lpg

177,1,prepare,"Soak chickpeas overnight",10,low,no,none
177,2,boil,"Cook chickpeas on induction",12,high,yes,induction
177,3,cook,"Prepare curry on LPG",10,medium,yes,lpg

178,1,prepare,"Wash rice, dal, vegetables",6,low,no,none
178,2,boil,"Cook everything on induction",12,high,yes,induction
178,3,cook,"Add spices and cook on LPG",10,medium,yes,lpg

179,1,boil,"Boil water on induction",6,high,yes,induction
179,2,cook,"Add ragi flour and cook on LPG",8,medium,yes,lpg

180,1,prepare,"Soak wheat and marinate meat",10,low,no,none
180,2,boil,"Cook on induction for long duration",20,high,yes,induction
180,3,cook,"Slow cook on LPG for rich texture",30,low,yes,lpg

181,1,prepare,"Marinate meat",10,low,no,none
181,2,cook,"Slow cook on LPG for long hours",40,low,yes,lpg

182,1,boil,"Boil noodles on induction",8,high,yes,induction
182,2,cook,"Prepare broth and cook on LPG",12,medium,yes,lpg

183,1,prepare,"Prepare rice and meat",6,low,no,none
183,2,cook,"Cook on LPG until done",20,medium,yes,lpg

184,1,prepare,"Boil vegetables and fish on induction",10,high,yes,induction
184,2,finish,"Mash and add spices",6,low,no,none

185,1,prepare,"Prepare meat and vegetables",8,low,no,none
185,2,cook,"Cook on LPG with spices",20,medium,yes,lpg
186,1,prepare,"Wash and chop assorted vegetables and clean fermented fish carefully",10,low,no,none
186,2,boil,"Boil vegetables on induction until slightly soft",10,high,yes,induction
186,3,cook,"Add fermented fish and cook slowly on LPG for rich flavor",15,low,yes,lpg

187,1,prepare,"Prepare rice and fermented fish mixture with vegetables",10,low,no,none
187,2,cook,"Cook mixture on LPG slowly to develop flavor",20,low,yes,lpg

188,1,prepare,"Marinate meat with salt and spices",10,low,no,none
188,2,smoke,"Smoke meat on LPG using controlled flame and wood chips",30,low,yes,lpg

189,1,prepare,"Clean bamboo shoots and chop vegetables",10,low,no,none
189,2,boil,"Boil bamboo shoots on induction to remove bitterness",10,high,yes,induction
189,3,cook,"Cook curry on LPG with spices",15,medium,yes,lpg

190,1,prepare,"Peel and cut potatoes and soak posto seeds",8,low,no,none
190,2,heat,"Heat mustard oil on induction",3,medium,no,induction
190,3,cook,"Cook potatoes with posto paste on LPG until soft",12,medium,yes,lpg

191,1,prepare,"Clean hilsa fish and prepare mustard paste",10,low,no,none
191,2,heat,"Heat mustard oil on induction",3,medium,no,induction
191,3,cook,"Cook fish in mustard gravy on LPG",12,medium,yes,lpg

192,1,prepare,"Marinate fish with mustard paste and spices",10,low,no,none
192,2,wrap,"Wrap fish in banana leaf securely",6,low,no,none
192,3,cook,"Steam or cook on LPG until done",12,medium,yes,lpg

193,1,prepare,"Marinate hilsa with mustard paste",8,low,no,none
193,2,steam,"Steam on LPG until soft and cooked",12,medium,yes,lpg

194,1,prepare,"Marinate fish with curd and spices",10,low,no,none
194,2,cook,"Cook curry on LPG until thick consistency",15,medium,yes,lpg

195,1,prepare,"Clean fish and prepare spice paste",10,low,no,none
195,2,heat,"Heat oil on induction",3,medium,no,induction
195,3,cook,"Cook fish curry on LPG with onion gravy",15,medium,yes,lpg

196,1,prepare,"Clean katla fish and prepare spices",10,low,no,none
196,2,cook,"Cook curry on LPG with rich gravy",15,medium,yes,lpg

197,1,prepare,"Clean prawns and prepare mustard paste",10,low,no,none
197,2,steam,"Steam prawns on LPG",10,medium,yes,lpg

198,1,prepare,"Marinate prawns and wrap in banana leaf",10,low,no,none
198,2,cook,"Cook wrapped prawns on LPG",12,medium,yes,lpg

199,1,prepare,"Clean banana flower thoroughly and chop",12,low,no,none
199,2,boil,"Boil on induction to soften",10,high,yes,induction
199,3,cook,"Cook with spices on LPG",12,medium,yes,lpg

200,1,prepare,"Clean banana stem and chop finely",10,low,no,none
200,2,boil,"Boil on induction",10,high,yes,induction
200,3,cook,"Cook with spices on LPG",12,medium,yes,lpg

201,1,prepare,"Chop mixed vegetables including bitter gourd",10,low,no,none
201,2,boil,"Cook vegetables on induction",10,high,yes,induction
201,3,cook,"Finish with milk and spices on LPG",10,low,yes,lpg

202,1,prepare,"Chop vegetables finely",8,low,no,none
202,2,cook,"Cook on LPG with mustard oil and spices",12,medium,yes,lpg

203,1,prepare,"Cut vegetables evenly",8,low,no,none
203,2,cook,"Cook slowly on LPG with spices",15,medium,yes,lpg

204,1,prepare,"Prepare batter and clean flowers",8,low,no,none
204,2,heat,"Heat oil on LPG",5,high,no,lpg
204,3,fry,"Fry until crispy",8,high,yes,lpg

205,1,prepare,"Slice brinjal and apply salt",6,low,no,none
205,2,heat,"Heat oil on induction",3,medium,no,induction
205,3,fry,"Fry on LPG until golden",8,medium,yes,lpg

206,1,prepare,"Prepare posto paste and mix",8,low,no,none
206,2,shape,"Shape bora",5,low,no,none
206,3,fry,"Fry on LPG",8,medium,yes,lpg

207,1,prepare,"Clean fish and chop vegetables",10,low,no,none
207,2,boil,"Boil vegetables on induction",8,high,yes,induction
207,3,cook,"Cook fish curry on LPG",12,medium,yes,lpg

208,1,prepare,"Prepare fish and spices",10,low,no,none
208,2,cook,"Cook rich gravy on LPG",15,medium,yes,lpg

209,1,prepare,"Marinate chicken and boil eggs on induction",12,high,yes,induction
209,2,cook,"Cook curry on LPG with potato and egg",20,medium,yes,lpg

210,1,prepare,"Clean chicken and cut potatoes",10,low,no,none
210,2,cook,"Cook curry on LPG until tender",20,medium,yes,lpg

211,1,prepare,"Marinate mutton and cut potatoes",10,low,no,none
211,2,cook,"Cook slowly on LPG until tender",25,low,yes,lpg

212,1,prepare,"Marinate chicken",10,low,no,none
212,2,cook,"Cook slowly on LPG until thick gravy forms",20,low,yes,lpg

213,1,prepare,"Boil eggs on induction",10,high,yes,induction
213,2,cook,"Cook masala on LPG",10,medium,yes,lpg

214,1,prepare,"Prepare posto paste and boil eggs",10,high,yes,induction
214,2,cook,"Cook on LPG with mustard oil",10,medium,yes,lpg

215,1,prepare,"Boil eggs and potatoes on induction",10,high,yes,induction
215,2,cook,"Cook curry on LPG",12,medium,yes,lpg

216,1,prepare,"Cut paneer and potatoes",8,low,no,none
216,2,cook,"Cook curry on LPG",12,medium,yes,lpg

217,1,prepare,"Prepare chhena and potatoes",8,low,no,none
217,2,cook,"Cook on LPG",12,medium,yes,lpg

218,1,prepare,"Boil potatoes on induction",10,high,yes,induction
218,2,cook,"Cook with spices on LPG",10,medium,yes,lpg

219,1,prepare,"Boil potatoes on induction",10,high,yes,induction
219,2,cook,"Cook on LPG with oil and spices",10,medium,yes,lpg

220,1,prepare,"Prepare dough and boil potatoes",10,high,yes,induction
220,2,fry,"Fry luchi on LPG",8,high,yes,lpg
220,3,cook,"Cook aloo dum on LPG",12,medium,yes,lpg

221,1,prepare,"Wash rice and prepare spices",8,low,no,none
221,2,heat,"Heat ghee on induction",3,medium,no,induction
221,3,cook,"Cook pulao on LPG",15,medium,yes,lpg

222,1,boil,"Cook rice on induction",12,high,yes,induction

223,1,boil,"Boil milk on induction",10,high,yes,induction
223,2,cook,"Add rice and cook slowly on LPG",20,low,yes,lpg

224,1,boil,"Boil milk on induction",10,high,yes,induction
224,2,ferment,"Add culture and keep aside",10,low,no,none

225,1,prepare,"Prepare chhena and boil milk",10,high,yes,induction
225,2,cook,"Cook on LPG",15,low,yes,lpg

226,1,boil,"Boil milk on induction",10,high,yes,induction
226,2,cook,"Add suji and cook on LPG",12,medium,yes,lpg

227,1,prepare,"Wash poha and chop vegetables",6,low,no,none
227,2,cook,"Cook on LPG",10,medium,yes,lpg

228,1,prepare,"Prepare poha and vegetables",6,low,no,none
228,2,cook,"Cook on LPG",10,medium,yes,lpg

229,1,prepare,"Marinate fish with curd and spices",10,low,no,none
229,2,cook,"Cook on LPG until creamy",15,medium,yes,lpg

230,1,prepare,"Clean fish and chop vegetables",8,low,no,none
230,2,cook,"Cook curry on LPG",15,medium,yes,lpg
